Brand,Product Name,URL,Release Date,Original Review Date,Category,Audience Rating,RR Verdict,Toebox,Pace,Strike Pattern,Material,Terrain,Type,Pros,Cons,Heel stack (mm),Forefoot stack (mm),Drop (mm),Midsole softness (HA),Midsole softness in cold (HA),Midsole softness in cold (%),Insole thickness (mm),Size,Toebox height (mm),Torsional rigidity,Heel counter stiffness,Midsole width - forefoot (mm),Midsole width - heel (mm),Stiffness in cold (N),Stiffness in cold (%),Weight (oz),Weight (g),Breathability,Toebox durability,Heel padding durability,Outsole hardness (HC),Outsole durability (mm),Outsole thickness (mm),Price,Reflective elements,Tongue padding (mm),Tongue: gusset type,Heel tab,Removable insole,Toebox feel,Midfoot feel,Heel feel,Lug depth (mm),Secondary foam softness (HA),Leather/Suede quality,Toe guard durability,Flexibility / Stiffness (average) (N),Toebox width - widest part (average) (mm),Toebox width - big toe (average) (mm)
Nike,Lebron Witness 8,https://runrepeat.com/nike-lebron-witness-8,,"Mar 14, 2025",Basketball,83.0,"Our verdict: The Witness 8 symbolizes a wonderful improvement on this budget line from LeBron. For a fair price, you get pretty good cushioning (plus an Air Max unit at the heel!) and fantastic traction even on dusty courts. Its upper durability is much better, yet that didn't make it any less comfortable thanks to all its padding. Listening to all of us hoopers, Nike added reinforced and structural layers to this newest model to improve containment and support. Nevertheless, during our wear tests we didn't find it stable enough to perform riskier moves.",,,,,,,"Great traction, Bouncy cushioning, Better containment than the W7, Durable upper, Comfortable and padded interiors, Budget line, Air Max unit at the heel","Not the most stable, Not for bigger people, Outsole lacks durability",32.1,22.8,9.3,35.0,,,5.0,Half size small,20.1,5.0,3.0,111.8,84.0,,,13.26,376.0,2.0,4.0,4.0,78.0,1.6,4.0,$110,No,7.7,Both sides (full),,Yes,,,,,,,,40.4,92.3,72.4
Adidas,Harden Vol 7,https://runrepeat.com/adidas-harden-vol-7,,"Oct 11, 2023",Basketball,91.0,"Our verdict: We have reason to believe that nimble guards and big players are going to have lots of fun playing in Adidas Harden Vol. 7 shoes. This basketball shoe's design effectively ensures control, energy return, and confidence during our games. Additionally, the remarkable traction of this shoe made us unstoppable inside the court.",,,,,,,"Super amazing traction on dustless courts, Heel-to-toe transition is smooth, Well-pronounced court feel, Fairly dependable impact protection, Comfortable and supportive heel area, Very good overall containment, Laces offers exceptional lockdown, True-to-size fit, Easy to put on and take off","Ventilation has to be improved, Shoe is on the heavier side",27.5,18.2,9.3,11.0,,,3.4,True to size,,4.0,4.0,116.4,102.0,,,16.44,466.0,2.0,4.0,5.0,82.9,0.5,3.5,$160,No,4.7,Sock like,Finger loop,Yes,,,,,23.1,,,34.6,108.2,85.1
Adidas,Trae Young 3,https://runrepeat.com/adidas-trae-young-3,,"Jan 12, 2024",Basketball,89.0,"Our verdict: With stability as its number one priority, Adidas is back with another Torsion System-equipped hooper. We've found the Adidas Trae Young 3 is a perfect match for those players who want to perform like the NBA's most aggressive guards and need a pair of kicks to keep up with their quick game. In our wear tests, this shoe made us feel stable and surefooted in our every move. And in our lab tests, we discovered it focuses on keeping it low to the ground, so it doesn't have the plushest midsole. Still, we believe it's ideal for athletes who are agile and quick on the court. If your playstyle is all about imposing offenses, sudden sprints, precise dribbling, and dominant cuts, make sure you sign this new assist leader of your shoe game!",,,,,,,"Superb stability with Torsion System, Reliable heel containment, Balanced impact protection and court feel, Incredible traction on indoor courts, Amazingly durable outsole, Comfortably padded interior, Wide-foot friendly, Removable insole, Eye-catching clean design","Quite heavy, Upper lacks durability, Poor grip on dusty courts",29.6,20.7,8.9,22.5,,,4.1,True to size,,5.0,4.0,122.2,105.1,,,14.99,425.0,3.0,3.0,3.0,88.0,0.7,3.5,$140,No,3.7,Both sides (full),Finger loop,Yes,,,,,,,,40.8,100.8,76.7
Jordan,Luka 2,https://runrepeat.com/jordan-luka-2,,"May 23, 2024",Basketball,87.0,"Our verdict: Much like the first Doncic shoe, the Jordan Luka 2 boasts exceptional stability. It locked our feet so securely in place that we never once felt a hint of wobble. We believe that shifter players who often make forceful side-to-side cuts will adore this shoe. It inspires a great deal of confidence for moving aggressively on the court (as long as it's a clean indoor court).",,,,,,,"Insanely stable and supportive, Unmatched foot containment, Balance of court feel and impact protection, Good durability for indoor courts, Grips well on clean courts, Generously padded interiors, Spacious toebox","Not for outdoor courts, Outsole picks up dust quickly, Not breathable",28.2,22.2,6.0,26.5,,,4.5,True to size,,5.0,5.0,113.9,84.1,,,14.5,411.0,1.0,3.0,5.0,76.4,0.6,3.5,$130,No,15.1,Both sides (semi),,Yes,,,,,29.9,,,32.1,102.1,85.1
Nike,Sabrina 1,https://runrepeat.com/nike-sabrina-1,,"Jun 20, 2024",Basketball,86.0,"Our verdict: Sabrina Ionescu, a well-known WNBA star, has finally launched her first signature shoe, and it's an incredibly solid model! This pair's great success has been demonstrated by our lab and wear tests, as it constantly got fantastic scores and showed its wonderful performance. Its 1-to-1 fit and supportive structure work hand in hand with its natural flexibility, giving us the confidence we needed to perform in-n-out and many other explosive moves. As it's also pretty lightweight, we felt fast with it, which we believe is ideal for quick guards and forwards that shine because of their speedy footwork. Its close-to-the-ground structure and cushioning technologies gave us the best of both worlds, levelling up this shoe's efficiency to the max. But it's a Nike model after all, so we wouldn't recommend it to wide-foot hoopers. Overall, we couldn't be happier with this first release.",,,,,,,"Excellent overall performance and playability, Very durable and quality materials, Nice shock-absorption and midsole technologies, Great forefoot bounce, Supportive structure and great lockdown, Fantastic flexibility and court feel, Solid grip on different surfaces, Beloved Kobe-like aesthetics, Customizable","Not for outdoors, Not for wide feet, A bit pricier than other first releases",23.7,18.0,5.7,19.0,,,4.5,Slightly small,,3.0,4.0,116.3,89.7,,,12.45,353.0,2.0,5.0,4.0,86.5,0.9,4.1,$125,No,11.0,Both sides (full),,Yes,,,,,,,,30.4,106.8,75.9
Nike,Gt Hustle 2,https://runrepeat.com/nike-gt-hustle-2,,"Jun 17, 2024",Basketball,85.0,"Our verdict: Aptly named, the Nike G.T. Hustle 2 is meant for light players whose playing style involves a lot of running on the court. Our playtests confirmed that the shoe inherits the fast-moving personality of its predecessor, the G.T. Run. Exceptionally light, minimal, and responsive, the Hustle 2 is fun to play in if you want to lose the stiffness and bulkiness of most hoop shoes these days. We loved the natural movement and court connection that this Nike shoe has to offer.",,,,,,,"Very light and speedy on foot, Unmatched court feel, Grounded and responsive midsole, Highly flexible and smooth-feeling, Great traction on clean courts, Stable for non-aggressive movements, True to size, one-to-one fit","Not for outdoor play, Very little support, Minimal impact protection",23.6,18.2,5.4,21.0,,,5.3,True to size,,4.0,3.0,116.5,84.6,,,11.99,340.0,2.0,3.0,4.0,87.5,0.5,4.4,$170,Yes,7.0,Both sides (semi),,Yes,,,,,,,,28.9,100.3,76.3
Nike,Lebron Nxxt Gen,https://runrepeat.com/nike-lebron-nxxt-gen,,"Aug 7, 2023",Basketball,87.0,"Our verdict: The Nike LeBron NXXT Gen is a badass shoe, we just have to be very clear on this. As a lightened version of the LeBron 20, it fuses LeBron's famous impact protection with an excellent ground feel which results in more solid control over footwork. We highly recommend getting this shoe if you plan to get aggressive on the court.",,,,,,,"Top-notch traction, Lightest LeBron shoe (as of 2023), Nice bounce in the forefoot, A fine balance of court feel and impact protection, Effective foot containment, Very comfortable wraparound feel, Quality materials, Standout design and colors","Surprisingly not for wide feet, Still kinda expensive",26.9,22.0,4.9,30.6,,,3.6,True to size,,4.0,3.0,107.9,90.3,,,13.12,372.0,2.0,3.0,3.0,84.5,,3.8,$160,No,10.2,Both sides (full),Finger loop,Yes,Medium,Normal,Normal,,,,,32.4,98.9,74.9
Adidas,Dame 8,https://runrepeat.com/adidas-dame-8,,"Jan 10, 2022",Basketball,89.0,"Our verdict: The Adidas Dame 8 is another shoe from the Damian Lillard series that delivers on aspects that matter. It is supportive, bouncy, and light, and offers a decent amount of court feel. However, we found that it has serious issues with traction on dusty courts, which some players may consider as a deal-breaker.",,,,,,,"Good traction on clean courts, Impact protection in the heel, Forefoot responsiveness, Secure lockdown, Comfortable in-shoe feel, Side-to-side stability, Wide-foot friendly, Okay for outdoor courts","Dust magnet, Fiddly heel lining",30.5,20.1,10.4,20.3,,,4.2,True to size,,4.0,2.0,119.0,99.1,,,14.89,422.0,2.0,,,76.9,,3.6,$120,No,6.3,Both sides (semi),Finger loop,Yes,,Normal,Normal,,,,,41.9,100.4,78.8
Reebok,Question Mid,https://runrepeat.com/reebok-question-mid,,"Oct 30, 2023",Basketball,84.0,"Our verdict: The Reebok Question Mid is a timeless Allen Iverson silhouette. Its visual appeal and comfy interiors are certainly what initially captured us. Due to this, we were perfectly confident in using it even for casual wear. Performance-wise, we found it to be just as grippy and responsive as its low-top counterpart, the Question Low, but with a much more supportive ankle collar.",,,,,,,"Responsive cushioning, Solid side-to-side stability, Supportive ankle section, Grips on both indoor & outdoor courts, Highly durable build, Above-average breathability, Cozy interiors, Iconic silhouette",A bit weighty,31.4,21.1,10.3,30.3,,,4.5,True to size,22.1,4.0,3.0,115.4,96.9,,,16.9,479.0,4.0,4.0,5.0,89.9,0.9,4.8,$170,No,14.3,,,Yes,,,,,,,,41.7,97.94999999999999,70.35
Adidas,Don Issue 5,https://runrepeat.com/adidas-don-issue-5,,"Jul 9, 2024",Basketball,90.0,"Our verdict: Donovan ""Spida"" Mitchell is back again with a new shoe, the D.O.N. Issue 5. According to our lab and wear tests, this model focuses on traction and containment. We felt quick and surefooted in our games thanks to its stable yet streamlined structure, which features some extra arch support on the medial area in the form of the Three Stripes Adidas logo. Its outsole showed outstanding performance regarding traction outdoors and indoors, beating even dusty courts after a couple of wipes. Nevertheless, its upper and outsole materials aren't the most durable, so you might need to change hooping pals sooner rather than later.",,,,,,,"Incredibly good traction, Lots of stability and containment (extra midfoot support), Adapts to different playstyles, Feels quick on foot, Smooth heel-to-toe transitions, Recycled upper (50%), On the affordable side","Not responsive, Outsole lacks durability, Weird tongue design",30.3,21.4,8.9,22.0,,,4.3,Slightly small,,5.0,3.0,110.9,95.4,,,13.76,390.0,2.0,4.0,3.0,75.1,1.3,2.9,$120,No,5.2,Both sides (semi),Finger loop,Yes,,,,,,,,37.8,104.0,72.4
Nike,Cosmic Unity 3,https://runrepeat.com/nike-cosmic-unity-3,,"Jul 6, 2023",Basketball,82.0,"Our verdict: The Nike Cosmic Unity 3 is an investment that will give a lot of returns. We believe that this is the case where a high price tag is absolutely justified. For us, this shoe is an instant top pick in the durability and stability departments. And for sure, it is among the best options for outdoor use that we've seen in a while. If Nike fixes its firm midsole and trims down the weight for the next iteration, we are ready to claim it as THAT SHOE.",,,,,,,"Perfect for outdoor courts, Outstandingly durable, One of the most stable shoes, Wide platform, Very secure lockdown, Reliable traction on all courts, Breathable enough, Sustainable materials","Firm sole with poor impact protection, Heavier than average, Break-in needed",27.9,20.7,7.2,33.3,,,0.0,Slightly small,25.4,4.0,4.0,115.3,91.0,,,15.66,444.0,3.0,5.0,3.0,86.5,,3.5,$170,No,4.9,,Finger loop,Yes,Medium,Normal,Normal,,,,,33.55,99.5,72.25
Jordan,Luka 1,https://runrepeat.com/jordan-luka-1,,"Aug 26, 2022",Basketball,90.0,"Our verdict: Luka Doncic's signature line with Jordan is off to a good start with the Luka 1. As we fairly anticipated, this Jordan basketball shoe does not disappoint when it comes to making us more nimble and agile on the court. We are pleased to confirm that the shoe is really in the business of fueling every step and catapulting every jump. Guards like Luka himself are having their heyday with this!",,,,,,,"Impressive grip, Nice impact protection, Amazing energy return, Comfortable upper materials, Breathable, No-frills foot lockdown, Stable steps, No need for a break-in","Cheap-feeling materials, Not for outdoors",27.5,20.5,7.0,22.0,,,3.1,Slightly small,,5.0,5.0,109.9,84.6,,,12.8,363.0,2.0,,,80.0,,3.0,$110,No,10.0,Both sides (semi),,Yes,,,,,,,,53.6,97.1,
Nike,Giannis Immortality 3,https://runrepeat.com/nike-giannis-immortality-3,,"Aug 6, 2024",Basketball,84.0,"Our verdict: Nike is back with another budget shoe that doesn't feel like a budget shoe! (Yes, Precision 7, we're looking at you). The Giannis Immortality 3 is here to be your partner no matter which position you play, as it's an incredibly solid all-rounder. It features Nike's Renew foam, which gave us that instant pop for quick plays, as well as a wide base for landings, and two long flex grooves in the outsole that favored lateral movements. As you can see, it's built for attack specialists, defense lovers, and anything in between! The only problem that we encountered during our wear tests playing basketball with the Immortality 3 is that its midsole bottoms out if you're on the heavy side or after constant use. Keep it in mind before you go for a pair!",,,,,,,"A solid all-rounder, Springy Nike Renew foam, Padded yet lightweight structure, Pretty stable, Smooth lateral moves and heel-to-toe transitions, Decent traction in any court, Comfortable right off the bat, Good value for money","Midsole bottoms out prematurely, Not enough impact protection, Heavier than the previous version",29.7,24.7,5.0,23.9,,,4.4,Slightly small,,4.0,4.0,120.5,94.2,,,11.89,337.0,3.0,3.0,5.0,84.9,1.2,4.0,$90,No,5.5,Both sides (semi),,Yes,,,,,,,,35.5,102.1,76.0
Nike,Kd 15,https://runrepeat.com/nike-kd-15,,"Jun 14, 2022",Basketball,92.0,"Our verdict: The releases from the KD line are hits, and the Nike KD 15 is not an exemption. This basketball shoe energizes our every step without forgetting to protect our feet from impact upon aggressive strikes and hard landings. We discovered that dust is also not a problem, and the grip is indeed consistent even on unkempt floors. Its collar is not as high, but the curved structure of the heel locks in our foot extra securely. We also think that it's apparent that a lot of careful thought was poured into the design process of this Nike offer.",,,,,,,"Consistent grip on different surfaces, Dust-resistant outsole, Plush and protective foam, Bouncy midsole, Secure heel counter, Feels light, OK for outdoors","Not for wide-footers, Lacks flexiblity",26.7,20.5,6.2,24.5,,,5.1,True to size,,5.0,4.0,107.8,91.4,,,14.04,398.0,2.0,,,83.0,,4.1,$150,No,10.0,Both sides (semi),Finger loop,Yes,,,,,,,,62.2,97.0,
